Date,Workload sum, Scheduled Hours (Sum) , Planned Absences(Sum) , Unplanned Absences (Sum) , Unpaid Absences (Sum) ,Max Temp (�C),Max Temp Flag,Min Temp (�C),Min Temp Flag,Mean Temp (�C),Mean Temp Flag,Heat Deg Days (�C),Heat Deg Days Flag,Cool Deg Days (�C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1/2/2019,40804,8885.9,1195.23,647.96,296.59,5.5,0,2.4,0,4,0,14,0,0,0,3.4,0,0,0,3.4,0,0,0,6,0,41,0
1/3/2019,42189,9656.08,1218.42,562.2,283.91,9.5,0,4.5,0,7,0,11,0,0,0,54.8,0,0,0,54.8,0,0,0,14,0,54,0
1/4/2019,44384,8795.96,1269.42,578.67,277.13,10.4,0,6.1,0,8.3,0,9.7,0,0,0,9.6,0,0,0,9.6,0,0,0,15,0,45,0
1/5/2019,11,4354.98,575,305.32,132.69,8.7,0,5.3,0,7,0,11,0,0,0,3.2,0,0,0,3.2,0,0,0,10,0,33,0
1/6/2019,346,6250.94,676.13,472.46,253.29,7.9,0,3.3,0,5.6,0,12.4,0,0,0,6.8,0,0,0,6.8,0,0,0,24,0,59,0
1/7/2019,74434,9672.86,882.37,572.65,309.19,5.8,0,0.5,0,3.2,0,14.8,0,0,0,0,0,0,0,0,0,0,0,28,0,54,0
1/8/2019,67020,10299.9,872.42,603.2,311.67,5.5,0,-1,0,2.3,0,15.7,0,0,0,2.4,0,0,0,2.4,0,0,0,0,0,0,0
1/9/2019,55422,9219.45,792.71,524.17,268.09,10.5,0,3.8,0,7.2,0,10.8,0,0,0,6.8,0,0,0,6.8,0,0,0,15,0,54,0
1/10/2019,46347,9284.95,819.13,529.26,277.1,11.1,0,8.2,0,9.7,0,8.3,0,0,0,3.6,0,0,0,3.6,0,0,0,15,0,45,0
1/11/2019,43562,7285.6,780.15,486.71,164.43,10.2,0,3.5,0,6.9,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019,4,4117.96,541.42,376.44,197.7,11.3,0,-0.2,0,5.6,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/2019,1286,6316.97,693.5,541.26,233.57,8.7,0,0.8,0,4.8,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/2019,70703,9388.93,880.5,610.76,224.01,4.9,0,-1.9,0,1.5,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/2019,45940,10685.71,916.57,682.55,216.29,5.3,0,-2,0,1.7,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/2019,48503,10384.44,900.5,697.05,273.13,7.2,0,-1.8,0,2.7,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2019,45430,10329.65,927.5,659.06,304.72,10.4,0,0.1,0,5.3,0,12.7,0,0,0,12.2,0,0,0,12.2,0,0,0,9,0,41,0
1/18/2019,40937,8095.95,796.25,456.85,354.09,9.8,0,6.8,0,8.3,0,9.7,0,0,0,7.4,0,0,0,7.4,0,0,0,13,0,50,0
1/19/2019,3,3440.97,384.75,191.15,84.54,9.6,0,4.2,0,6.9,0,11.1,0,0,0,2,0,0,0,2,0,0,0,21,0,63,0
1/20/2019,0,6371.9,639.57,548.7,319.27,7.3,0,1.9,0,4.6,0,13.4,0,0,0,0,0,0,0,0,0,0,0,30,0,46,0
1/21/2019,71255,9488.19,830.06,673.24,305.13,7,0,-1.6,0,2.7,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2019,53025,10651.09,975.07,697.27,304.51,5.7,0,3.5,0,4.6,0,13.4,0,0,0,20,0,0,0,20,0,0,0,6,0,42,0
1/23/2019,45100,10294.14,1044.18,629.67,335.94,6.8,0,4.5,0,5.7,0,12.3,0,0,0,6.4,0,0,0,6.4,0,0,0,30,0,42,0
1/24/2019,38965,10281.78,1031.91,627.39,334.07,7.3,0,4.8,0,6.1,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/2019,36555,8030.67,942.76,462.41,295.96,7.7,0,3.8,0,5.8,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/2019,150,3445.87,523,151.56,110,7.9,0,4.1,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2019,5,6385.93,767.6,491.01,274.34,7.5,0,0.8,0,4.2,0,13.8,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0
1/28/2019,64573,9482.02,1047.5,611.85,277.1,7.2,0,-1.6,0,2.8,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2019,44064,10634.38,1171.61,586.1,338.63,7.5,0,-3,0,2.3,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2019,42446,10256.03,1064.6,636.48,299.09,6.2,0,-0.7,0,2.8,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2019,36253,10276.39,1104.73,669.08,363.72,8.5,0,3.5,0,6,0,12,0,0,0,1.6,0,0,0,1.6,0,0,0,0,0,0,0
2/1/2019,32918,8004.48,1006.35,431.34,342.07,8.5,0,5.5,0,7,0,11,0,0,0,20.8,0,0,0,20.8,0,0,0,8,0,35,0
2/2/2019,32,3470,480.84,234.97,144.99,7.4,0,2.4,0,4.9,0,13.1,0,0,0,0,0,0,0,0,0,0,0,29,0,45,0
2/3/2019,11,6339.95,1002.39,631.34,346.2,4.2,0,-4,0,0.1,0,17.9,0,0,0,0.2,0,0.2,0,0.4,0,0,0,11,0,50,0
2/4/2019,49146,9426.43,1511.74,720.6,357.57,0.7,0,-6.2,0,-2.8,0,20.8,0,0,0,0,0,1.4,0,0.6,0,1,0,32,0,33,0
2/5/2019,38313,10600.39,1663.95,671.32,325.95,0.5,0,-8.2,0,-3.9,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2019,42420,10283.78,1457.89,594.11,280.21,1.6,0,-7.3,0,-2.9,0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2019,39042,10240.81,1544.92,666.66,311.85,2,0,-5.9,0,-2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2019,41427,7946.32,1274.75,474.55,313.11,1.4,0,-3.1,0,-0.9,0,18.9,0,0,0,0,0,0.2,0,0.2,0,0,0,5,0,41,0
2/9/2019,144,3421.95,670.37,195.14,163.16,4.1,0,-4.8,0,-0.4,0,18.4,0,0,0,0,0,0,0,0,0,0,0,4,0,46,0
2/10/2019,315,6241.95,1014.46,587.63,434.41,-1.5,0,-8.8,0,-5.2,0,23.2,0,0,0,0,0,10,0,4.8,0,3,0,10,0,48,0
2/11/2019,50285,9361.43,1494.48,1016.79,636.19,-1.4,0,-6.9,0,-4.2,0,22.2,0,0,0,0,0,5.6,0,5.6,0,9,0,0,0,0,0
2/12/2019,35424,10582.78,1835.01,1064.6,848.7,-0.9,0,-3.2,0,-2.1,0,20.1,0,0,0,0,0,7.4,0,6.8,0,14,0,0,0,0,0
2/13/2019,38297,10250.89,1498.73,647.06,543.57,1.6,0,-4.1,0,-1.3,0,19.3,0,0,0,0,0,2.4,0,2.4,0,20,0,0,0,0,0
2/14/2019,34943,10245.85,1465.61,675.34,467.89,2.3,0,-8.5,0,-3.1,0,21.1,0,0,0,0,0,4,0,6.2,0,10,0,0,0,0,0
2/15/2019,42098,7936.93,1241,529.08,348.78,3.5,0,1.1,0,2.3,0,15.7,0,0,0,13.4,0,0,0,13.4,0,9,0,8,0,33,0
2/16/2019,145,3450.97,674.81,199.49,166.73,5.4,0,-0.6,0,2.4,0,15.6,0,0,0,0.2,0,0,0,0.2,0,5,0,0,0,0,0
2/17/2019,381,6263.95,890.08,445.32,305.71,6.3,0,-0.8,0,2.8,0,15.2,0,0,0,0,0,0,0,0,0,4,0,29,0,32,0
2/18/2019,65296,9368.74,1362.75,739.23,435.6,3.7,0,-1.9,0,0.9,0,17.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2/19/2019,43432,10554.44,1326.68,682.22,423.91,2.8,0,0.4,0,1.6,0,16.4,0,0,0,2,0,0,0,5.2,0,1,0,0,0,0,0
2/20/2019,41809,10229.13,1218.93,649.78,361.71,6.1,0,-0.2,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
2/21/2019,40724,10250.87,1274.87,648.5,339.39,6.3,0,-3.6,0,1.4,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2019,32264,7941.79,1272.11,473.27,350.54,5.9,0,0.9,0,3.4,0,14.6,0,0,0,5,0,1,0,6.6,0,0,0,25,0,48,0
2/23/2019,75,3434.95,623.4,174.39,131.19,6.8,0,1.1,0,4,0,14,0,0,0,1.8,0,0,0,1.8,0,0,0,8,0,33,0
2/24/2019,150,6180.05,803.38,482.78,290.44,6.7,0,-1.6,0,2.6,0,15.4,0,0,0,0,0,0,0,0,0,0,0,29,0,33,0
2/25/2019,62476,9355.19,1250,641.36,330.03,5.2,0,-4.7,0,0.3,0,17.7,0,0,0,0,0,0,0,0,0,0,0,9,0,33,0
2/26/2019,44726,10515.51,1412,661.85,405.99,6,0,-6.5,0,-0.3,0,18.3,0,0,0,0,0,0,0,0,0,0,0,7,0,39,0
2/27/2019,40692,10229.39,1319.43,641.25,443.59,5.2,0,-4.1,0,0.6,0,17.4,0,0,0,0,0,0,0,0,0,0,0,9,0,45,0
2/28/2019,37008,10213.87,1483.39,648.91,408.52,7.1,0,-1,0,3.1,0,14.9,0,0,0,0,0,0,0,0,0,0,0,21,0,39,0
3/1/2019,35763,7980.69,1336.19,450.48,329.77,6.3,0,-4.5,0,0.9,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2019,349,3446.96,588.38,170.03,113.69,6.9,0,-4.6,0,1.2,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/2019,431,6241.96,836.15,492.78,317.24,6,0,-0.9,0,2.6,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/2019,63340,9270.7,1386.72,599.68,361.07,5.4,0,-4.4,0,0.5,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/2019,41968,10535.49,1566.88,633.14,332.73,8,0,-4.3,0,1.9,0,16.1,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0
3/6/2019,41864,10158.62,1485.25,617.8,355.74,4.5,0,-4.7,0,-0.1,0,18.1,0,0,0,1.2,0,0,0,1.2,0,0,0,27,0,37,0
3/7/2019,37534,10154.69,1525.06,659.4,411.33,5,0,0,0,2.5,0,15.5,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0
3/8/2019,36564,7901.37,1221.03,500.31,383.39,6.2,0,-0.1,0,3.1,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/2019,0,3410.96,600.98,164.98,108.25,7,0,-4.3,0,1.4,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/2019,330,6164.97,957.45,403.43,336.11,7.7,0,-3.3,0,2.2,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/2019,59928,9304.6,1449.3,616.53,393.83,7.2,0,2.1,0,4.7,0,13.3,0,0,0,13.2,0,0,0,13.2,0,0,0,7,0,42,0
3/12/2019,44522,10479.65,1634.25,651.76,427.13,8.6,0,1.6,0,5.1,0,12.9,0,0,0,3.8,0,0,0,3.8,0,0,0,29,0,42,0
3/13/2019,39597,10226.08,1574.71,671.45,325.3,10.2,0,2.4,0,6.3,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/2019,35457,10183.5,1642.23,638.06,388.56,9.9,0,3.4,0,6.7,0,11.3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
3/15/2019,35868,7923.11,1355,553.45,297.86,12.5,0,3.8,0,8.2,0,9.8,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0
3/16/2019,630,3425.7,654.13,189.59,181.57,11,0,2.3,0,6.7,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2019,387,6277.92,1138.9,471.57,352.76,11.9,0,1.4,0,6.7,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2019,63364,9446.31,1850.45,582.43,351.43,14,0,1.2,0,7.6,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/2019,43392,10484.77,2009.5,641.48,363.6,15.4,0,2.9,0,9.2,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2019,39470,9966.74,1994,662.36,355.14,13.7,0,1.8,0,7.8,0,10.2,0,0,0,0,0,0,0,0,0,0,0,30,0,33,0
3/21/2019,35833,10121.67,2073.52,703.08,345.96,16.7,0,3.1,0,9.9,0,8.1,0,0,0,0,0,0,0,0,0,0,0,11,0,33,0
3/22/2019,35841,8002.42,1584.25,485.17,407.19,17.3,0,8.4,0,12.9,0,5.1,0,0,0,0.8,0,0,0,0.8,0,0,0,14,0,42,0
3/23/2019,1,3362.96,679,175.11,197.1,13.4,0,5.1,0,9.3,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2019,38,6261.11,1171.69,548.38,367.36,10.6,0,2.8,0,6.7,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2019,61954,9362.97,1796.3,684.88,390.61,11.4,0,3.9,0,7.7,0,10.3,0,0,0,5,0,0,0,5,0,0,0,28,0,32,0
3/26/2019,43006,10421.85,1939.72,730.69,338.68,13,0,6.9,0,10,0,8,0,0,0,2.4,0,0,0,2.4,0,0,0,16,0,35,0
3/27/2019,39843,9945.66,1917.12,741.42,325.9,12.3,0,0.1,0,6.2,0,11.8,0,0,0,0,0,0,0,0,0,0,0,29,0,41,0
3/28/2019,34210,10062.79,2025,773.49,417.67,14.3,0,6.2,0,10.3,0,7.7,0,0,0,0,0,0,0,0,0,0,0,18,0,32,0
3/29/2019,39409,7997.54,1513.02,560.55,367.39,14.2,0,3.5,0,8.9,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2019,2,3367.97,669.2,243.73,132.55,13.7,0,4,0,8.9,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2019,469,6155.01,602.45,469.4,300.47,13.9,0,3.7,0,8.8,0,9.2,0,0,0,0,0,0,0,0,0,0,0,21,0,33,0
4/1/2019,67729,9298.53,865.5,706.98,319.94,14.9,0,3.2,0,9.1,0,8.9,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
4/2/2019,42282,10385.51,983.57,696.49,333.7,15.8,0,2.7,0,9.3,0,8.7,0,0,0,0,0,0,0,0,0,0,0,28,0,32,0
4/3/2019,40563,9944.03,970.25,697.89,274.99,14.6,0,9.1,0,11.9,0,6.1,0,0,0,19.6,0,0,0,19.6,0,0,0,19,0,45,0
4/4/2019,38756,10073.06,1009.87,722.12,272.43,13.7,0,8,0,10.9,0,7.1,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0
4/5/2019,36897,8041.2,829.41,627.14,292.33,14.6,0,7.9,0,11.3,0,6.7,0,0,0,5.6,0,0,0,5.6,0,0,0,20,0,50,0
4/6/2019,1,3351.95,389,271.03,197.72,11.8,0,7.1,0,9.5,0,8.5,0,0,0,4.8,0,0,0,4.8,0,0,0,12,0,61,0
4/7/2019,707,6202.96,559,503.34,316.84,14.1,0,6.8,0,10.5,0,7.5,0,0,0,4.2,0,0,0,4.2,0,0,0,17,0,32,0
4/8/2019,65354,9289.83,833.8,630.74,256.68,11.4,0,4.2,0,7.8,0,10.2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
4/9/2019,47221,10352.41,859.38,737.81,269.45,13.2,0,7.3,0,10.3,0,7.7,0,0,0,0.6,0,0,0,0.6,0,0,0,29,0,41,0
4/10/2019,42963,9906.69,760.86,682.95,266.93,11.8,0,6.6,0,9.2,0,8.8,0,0,0,6.2,0,0,0,6.2,0,0,0,17,0,45,0
4/11/2019,37599,10057.65,893.13,677.09,321.8,9.1,0,6.5,0,7.8,0,10.2,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0
4/12/2019,39978,7987.38,702.77,645.79,255.92,11.4,0,3.6,0,7.5,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2019,13,3258.98,428.5,250.98,134.35,11.1,0,6.9,0,9,0,9,0,0,0,10,0,0,0,10,0,0,0,16,0,59,0
4/14/2019,544,6250.95,807,550.53,274.17,10.8,0,3.6,0,7.2,0,10.8,0,0,0,0,0,0,0,0,0,0,0,25,0,39,0
4/15/2019,69016,9281.25,1053.45,576.01,345.47,10.9,0,3.6,0,7.3,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/2019,42531,10362.48,1160.47,653.12,229.73,12.3,0,1.6,0,7,0,11,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0
4/17/2019,45027,9952.93,1080.38,612.86,232.72,15.4,0,7.5,0,11.5,0,6.5,0,0,0,1.6,0,0,0,1.6,0,0,0,0,0,0,0
4/18/2019,40034,9435.67,1137.71,619.98,299.54,11.6,0,9.6,0,10.6,0,7.4,0,0,0,27,0,0,0,27,0,0,0,9,0,37,0
4/19/2019,0,0,0,0,0,13.6,0,9.6,0,11.6,0,6.4,0,0,0,1.6,0,0,0,1.6,0,0,0,28,0,45,0
4/20/2019,6,2914.99,588,301.23,143.26,13.6,0,7.8,0,10.7,0,7.3,0,0,0,0,0,0,0,0,0,0,0,29,0,45,0
4/21/2019,0,0,0,0,0,14.9,0,6.2,0,10.6,0,7.4,0,0,0,0,0,0,0,0,0,0,0,13,0,35,0
4/22/2019,24913,2467.99,321,214.35,127.66,11.3,0,8.7,0,10,0,8,0,0,0,12.8,0,0,0,12.8,0,0,0,7,0,33,0
4/23/2019,80246,8853.69,1070.84,589.35,213.18,14.3,0,9.4,0,11.9,0,6.1,0,0,0,0,0,0,0,0,0,0,0,27,0,35,0
4/24/2019,49433,9902.69,1180.44,629.89,259.87,12.7,0,6.1,0,9.4,0,8.6,0,0,0,0,0,0,0,0,0,0,0,30,0,54,0
4/25/2019,42807,10024.16,1250.83,651.17,379.03,12.7,0,1.1,0,6.9,0,11.1,0,0,0,0,0,0,0,0,0,0,0,30,0,39,0
4/26/2019,41410,7935.78,1040.51,558.22,283.1,13.1,0,7.7,0,10.4,0,7.6,0,0,0,0,0,0,0,0,0,0,0,29,0,42,0
4/27/2019,189,3281.98,496.95,234.75,97.04,12.4,0,6.5,0,9.5,0,8.5,0,0,0,0,0,0,0,0,0,0,0,28,0,78,0
4/28/2019,187,6245.94,847.67,481.75,349.31,14.6,0,1.9,0,8.3,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2019,63159,9201.5,1130.55,567.36,317.82,15.9,0,2.2,0,9.1,0,8.9,0,0,0,0,0,0,0,0,0,0,0,28,0,37,0
4/30/2019,46306,10294.67,1128.47,637.18,270.03,15.4,0,4,0,9.7,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2019,46036,9898.71,982.29,554.1,229.27,16.9,0,7.6,0,12.3,0,5.7,0,0,0,0,0,0,0,0,0,0,0,21,0,37,0
5/2/2019,37169,9993.42,1074.05,551.87,356.66,16.4,0,7.8,0,12.1,0,5.9,0,0,0,0,0,0,0,0,0,0,0,19,0,35,0
5/3/2019,40592,7881.85,814.14,491.58,334.53,14.8,0,9.4,0,12.1,0,5.9,0,0,0,0,0,0,0,0,0,0,0,19,0,39,0
5/4/2019,8,3267.98,364.01,208.06,110.31,16.4,0,5.3,0,10.9,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/2019,346,6271.95,727.02,569.63,370.03,16.4,0,6.2,0,11.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,29,0,46,0
5/6/2019,64616,9226.71,884.93,593.18,347.52,17.4,0,8.6,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,30,0,50,0
5/7/2019,46441,10309.96,894.73,616.97,325.73,17.1,0,10.7,0,13.9,0,4.1,0,0,0,0,0,0,0,0,0,0,0,30,0,45,0
5/8/2019,44544,9870.14,897.79,563.78,311.83,17.5,0,11,0,14.3,0,3.7,0,0,0,0,0,0,0,0,0,0,0,29,0,39,0
5/9/2019,41410,9991.4,1078.6,571.07,314.84,21.4,0,9.9,0,15.7,0,2.3,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0
5/10/2019,40308,7803.77,757.31,516.13,364.23,22.9,0,9.7,0,16.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2019,59,3296.98,494,228.68,118.63,21.4,0,10.8,0,16.1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0
5/12/2019,28,6342.97,797.5,531.25,398.38,16.6,0,11.2,0,13.9,0,4.1,0,0,0,0,0,0,0,0,0,0,0,19,0,37,0
5/13/2019,67159,9316.89,896.93,549.14,282.63,16.6,0,8.4,0,12.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2019,48141,10321.28,834.67,631.66,330.08,14.8,0,10.8,0,12.8,0,5.2,0,0,0,9.4,0,0,0,9.4,0,0,0,14,0,33,0
5/15/2019,39811,9958.34,910.29,586.84,436.09,17.6,0,10.6,0,14.1,0,3.9,0,0,0,1.6,0,0,0,1.6,0,0,0,29,0,46,0
5/16/2019,35669,10018.64,1041.09,661.65,367.36,17.6,0,11.7,0,14.7,0,3.3,0,0,0,0.2,0,0,0,0.2,0,0,0,30,0,33,0
5/17/2019,35217,7757.5,877.25,534.89,357.1,17,0,11.1,0,14.1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,20,0,42,0
5/18/2019,3,3301.96,378.65,198.38,137.15,18.2,0,11.4,0,14.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2019,10,5673.93,928.47,469.37,319.6,21.1,0,9.3,0,15.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2019,14447,631.99,98,63.8,12.29,14.5,0,10.9,0,12.7,0,5.3,0,0,0,7,0,0,0,7,0,0,0,10,0,35,0
5/21/2019,67146,8830.48,1110.94,578.54,166.11,18.4,0,10,0,14.2,0,3.8,0,0,0,1.6,0,0,0,1.6,0,0,0,30,0,39,0
5/22/2019,42948,9274.33,1244.31,529.55,160.64,20.2,0,8.7,0,14.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,29,0,33,0
5/23/2019,39167,9996.53,1367.29,596.55,221.09,19.9,0,9.4,0,14.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,29,0,46,0
5/24/2019,35896,7758.39,981.62,519.54,187.17,16.4,0,12,0,14.2,0,3.8,0,0,0,2,0,0,0,2,0,0,0,27,0,48,0
5/25/2019,2,3294.97,585.39,188.12,63.29,15.1,0,10.2,0,12.7,0,5.3,0,0,0,8.6,0,0,0,8.6,0,0,0,0,0,0,0
5/26/2019,34,6242.93,809.12,457.72,238.29,20.6,0,7.6,0,14.1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/2019,66753,9246.77,932.16,629.83,220.61,23.9,0,11.8,0,17.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,17,0,35,0
5/28/2019,46039,10284.36,1075.17,580.26,303.44,19.5,0,12.4,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,41,0
5/29/2019,40488,9905.33,1072.45,609.61,326.83,19.1,0,11.4,0,15.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0,24,0,37,0
5/30/2019,32800,9966.8,1083.95,651.74,328.58,21.2,0,9.9,0,15.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2019,34890,7824.55,819.48,584.94,342.42,22.2,0,11.3,0,16.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,20,0,32,0
6/1/2019,0,3281.97,469.75,206.98,125.61,21.2,0,11.1,0,16.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,21,0,35,0
6/2/2019,489,6213.92,756,500.06,295.24,24.3,0,13.7,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,35,0
6/3/2019,63860,9229.88,932.04,576.52,257.74,20.9,0,10.7,0,15.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,18,0,39,0
6/4/2019,43583,10221.66,994.8,656.88,270.14,20,0,9.4,0,14.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,12,0,32,0
6/5/2019,39611,9821.79,1005.23,611.87,283.36,17.2,0,12.3,0,14.8,0,3.2,0,0,0,0.6,0,0,0,0.6,0,0,0,11,0,35,0
6/6/2019,34670,9891.78,983.39,647.55,338.49,17.9,0,7.9,0,12.9,0,5.1,0,0,0,0,0,0,0,0,0,0,0,19,0,46,0
6/7/2019,31984,7776.7,775.55,596.33,339.97,17.6,0,9.3,0,13.5,0,4.5,0,0,0,8.8,0,0,0,8.8,0,0,0,0,0,0,0
6/8/2019,1,3283.97,404.55,230.52,72.7,19.5,0,9.8,0,14.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,14,0,32,0
6/9/2019,355,6116.95,636.22,478.55,358.22,20.1,0,9.9,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0
6/10/2019,61975,9200.42,995.32,658.01,405.65,20.6,0,13.2,0,16.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,23,0,32,0
6/11/2019,41582,10213.6,1088.3,695.84,300.95,23.6,0,11.2,0,17.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,29,0,37,0
6/12/2019,39965,9842.81,1071.65,723.1,264.53,29.9,0,14.3,0,22.1,0,0,0,4.1,0,0,0,0,0,0,0,0,0,28,0,33,0
6/13/2019,35019,9921.78,1267.35,698.79,370.83,24.7,0,15.1,0,19.9,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2019,36644,7798.71,934.73,598.55,256.33,20.1,0,12.4,0,16.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,20,0,37,0
6/15/2019,3,3223.91,406.2,240.71,130.97,22,0,11.8,0,16.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0
6/16/2019,349,6133.96,846.97,527.73,350.89,22.7,0,11.5,0,17.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,20,0,42,0
6/17/2019,54340,9237.89,937.23,709.86,313.3,23.5,0,12.7,0,18.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2019,41887,10208.18,1039.32,727.95,343.06,22,0,14.3,0,18.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,28,0,50,0
6/19/2019,46552,9819.25,1026.55,684.49,340.02,20,0,12.4,0,16.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,28,0,71,0
6/20/2019,38884,9921.3,1087.7,670.45,379.24,19.5,0,10.8,0,15.2,0,2.8,0,0,0,0.2,0,0,0,0.2,0,0,0,28,0,54,0
6/21/2019,33951,7837.81,941.04,620.81,401.86,22,0,11.2,0,16.6,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
